,Aerobic,Anaerobic,Contains_Mobile_Elements,Facultatively_Anaerobic,Forms_Biofilms,Gram_Negative,Gram_Positive,Potentially_Pathogenic,Stress_Tolerant,Oxygen_Preference,Gram_Status
AB200414.1.1491,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AB494814.1.1500,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
HK693446.10.1506,0,1,0.00862069,0,0.029411765,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
AB220083.1.1360,0,0,0.012931034,1,0.058823529,1,0,0.0,0.033898305,Facultatively_Anaerobic,Gram_Negative
GQ921467.1.1497,0,0,0.081896552,1,0.205882353,1,0,0.270072993,0.762711864,Facultatively_Anaerobic,Gram_Negative
AB506185.1.1506,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AB506232.1.1522,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AB506266.1.1511,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
AB506166.1.1495,0,1,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AB506192.1.1523,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AB506139.1.1558,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
AB506172.1.1523,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
AB506369.1.1506,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
AB506188.1.1515,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AB506279.1.1563,0,1,0.012931034,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AB506315.1.1513,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
AB506424.1.1522,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
AB506372.1.1510,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
AB506388.1.1517,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AB506253.1.1527,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
AB506348.1.1522,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
AB506250.1.1525,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
AB506382.1.1509,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
AB506381.1.1523,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
AB506371.1.1509,0,1,0.004310345,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
AB506360.1.1531,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AB506413.1.1616,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GU361827.1.1480,0,1,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GU361819.1.1483,0,1,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AB506227.1.1518,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
KC796791.1.1216,1,0,0.004310345,0,0.029411765,1,0,0.04379562,0.271186441,Aerobic,Gram_Negative
AB509211.1.1451,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
AB506361.1.1516,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JX101690.1.1488,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
AM944737.1.1462,0,0,0.043103448,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
AM982792.1.1317,0,0,0.0,0,0.0,1,0,0.01459854,0.0,,Gram_Negative
AY574991.1.1453,0,1,0.004310345,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EU136682.1.1435,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
HM443959.1.1432,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
EU156757.1.1329,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
EU156766.1.1269,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
EU156772.1.1329,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
AB267809.1.1461,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
HQ877677.1.1435,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
HW066283.1.1483,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
AB286023.1.1473,1,0,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
EU214627.1.1520,0,0,0.004310345,1,0.0,0,1,0.01459854,0.016949153,Facultatively_Anaerobic,Gram_Positive
AB300989.1.1489,1,0,0.030172414,0,0.029411765,1,0,0.03649635,0.06779661,Aerobic,Gram_Negative
HM596293.1.1499,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JF340474.1.1407,0,1,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AB331897.1.1481,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AB698720.1.1455,0,0,0.012931034,1,0.058823529,1,0,0.0,0.033898305,Facultatively_Anaerobic,Gram_Negative
AP010969.19547.20881,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
FJ833196.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
JX294354.1.1467,0,0,0.004310345,0,0.0,1,0,0.01459854,0.0,,Gram_Negative
JX294356.1.1463,0,0,0.004310345,0,0.0,1,0,0.01459854,0.0,,Gram_Negative
AB559621.1.1499,0,1,0.00862069,0,0.029411765,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
AB559618.1.1515,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
HZ486581.1.1337,0,1,0.004310345,0,0.0,1,0,0.0,0.0,Anaerobic,Gram_Negative
JF443769.1.1385,1,0,0.004310345,0,0.029411765,1,0,0.00729927,0.016949153,Aerobic,Gram_Negative
AB438958.1.1532,1,0,0.004310345,0,0.029411765,1,0,0.02919708,0.06779661,Aerobic,Gram_Negative
AB443949.1.1486,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AB443948.1.1484,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF506640.1.1362,0,1,0.043103448,0,0.029411765,1,0,0.051094891,0.13559322,Anaerobic,Gram_Negative
AB470329.1.1491,0,1,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AB480534.1.1481,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AP012211.1087525.1089021,0,0,0.00862069,0,0.029411765,0,1,0.0,0.016949153,,Gram_Positive
AB490801.1.1479,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AB491210.1.1485,1,0,0.030172414,0,0.029411765,1,0,0.03649635,0.06779661,Aerobic,Gram_Negative
AB490806.1.1463,0,1,0.00862069,0,0.029411765,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
AB521998.1.1477,1,0,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
JF747609.1.1267,1,0,0.004310345,0,0.0,1,0,0.00729927,0.0,Aerobic,Gram_Negative
AB547676.1.1493,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AB547668.1.1490,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AB548674.1.1491,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AB547677.1.1479,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AB547651.1.1480,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AB547670.1.1491,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AP013105.452097.453554,0,1,0.00862069,0,0.029411765,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
AB554231.1.1489,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AB566418.1.1473,0,1,0.00862069,0,0.029411765,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
AB574481.1.1484,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JX657043.1.1256,1,0,0.0,0,0.0,1,0,0.00729927,0.016949153,Aerobic,Gram_Negative
AB574480.1.1486,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AB741688.1.1324,0,0,0.081896552,1,0.205882353,1,0,0.270072993,0.762711864,Facultatively_Anaerobic,Gram_Negative
AB574479.1.1484,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
JF810080.1.1222,1,0,0.004310345,0,0.0,1,0,0.00729927,0.016949153,Aerobic,Gram_Negative
JF824809.1.1341,0,1,0.00862069,0,0.029411765,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
JF824807.1.1499,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
AB616133.1.1466,0,1,0.004310345,0,0.0,0,1,0.0,0.0,Anaerobic,Gram_Positive
AB608051.1.1488,0,0,0.043103448,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
AB626049.1.1495,0,0,0.043103448,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
AB680681.1.1443,0,0,0.00862069,1,0.0,1,0,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Negative
AB680533.1.1482,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
AB681297.1.1474,0,0,0.043103448,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
AB681369.1.1472,1,0,0.004310345,0,0.029411765,1,0,0.03649635,0.084745763,Aerobic,Gram_Negative
FJ894626.1.1372,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GU457787.1.1408,1,0,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
KC162960.1.1554,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
GU968179.1.1431,0,1,0.00862069,0,0.029411765,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
KC163104.1.1515,0,0,0.004310345,0,0.0,1,0,0.0,0.0,,Gram_Negative
AY922995.1.1462,1,0,0.030172414,0,0.029411765,1,0,0.051094891,0.101694915,Aerobic,Gram_Negative
AE000513.2467934.2469435,1,0,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
GU938835.1.1463,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
GU940784.1.1385,0,0,0.043103448,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
AB702756.1.1405,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AY769997.1.1470,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
AB702916.1.1364,0,1,0.00862069,0,0.029411765,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
LT906445.1571863.1573414,0,1,0.004310345,0,0.0,1,0,0.00729927,0.016949153,Anaerobic,Gram_Negative
HQ154992.1.1329,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
HQ132411.1.1472,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
HQ155235.1.1383,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
AY974071.1.1440,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF400719.1.1481,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF402584.1.1487,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EF403478.1.1500,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AB702751.1.1405,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF400373.1.1492,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EF403477.1.1496,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
HQ176024.1.1516,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF401581.1.1491,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AB702802.1.1393,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EF402506.1.1494,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
AB702839.1.1406,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AB702870.1.1395,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EF404831.1.1491,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF403928.1.1481,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
AB702771.1.1395,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF404077.1.1491,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EF404703.1.1494,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EF399455.1.1484,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EF404299.1.1489,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF404671.1.1497,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
AF035054.1.1416,0,0,0.004310345,1,0.029411765,1,0,0.02919708,0.084745763,Facultatively_Anaerobic,Gram_Negative
EF404280.1.1494,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EF404796.1.1476,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EF398702.1.1493,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
HQ155009.1.1388,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF399984.1.1494,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF400364.1.1490,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF405428.1.1493,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
KU738863.1.1485,1,0,0.030172414,0,0.029411765,1,0,0.02919708,0.06779661,Aerobic,Gram_Negative
EF404208.1.1519,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF400051.1.1490,0,1,0.012931034,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF399584.1.1489,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
BX294149.206764.208278,1,0,0.004310345,0,0.029411765,1,0,0.00729927,0.016949153,Aerobic,Gram_Negative
EF400344.1.1489,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF400482.1.1533,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EF398676.1.1493,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF405002.1.1482,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EF403383.1.1490,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EF401874.1.1492,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF400741.1.1483,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ975785.1.1361,0,0,0.043103448,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
FJ975799.1.1361,0,0,0.043103448,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
EF400498.1.1478,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF401250.1.1491,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF400878.1.1492,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF399622.1.1489,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
AF125590.1.1459,0,0,0.00862069,1,0.0,1,0,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Negative
EF403836.1.1489,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF400772.1.1485,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AB742106.1.1431,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EF403496.1.1491,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
GCMQ01014669.419.1886,0,0,0.004310345,0,0.0,1,0,0.00729927,0.016949153,,Gram_Negative
HQ176294.1.1458,0,1,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF405389.1.1497,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF401954.1.1477,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF402471.1.1496,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EF402071.1.1478,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EF402779.1.1483,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EF403367.1.1495,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ976248.1.1389,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
HQ176196.1.1464,0,1,0.00862069,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF401177.1.1491,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
AF186072.1.1492,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF403609.1.1492,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF403362.1.1491,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF401880.1.1492,0,1,0.004310345,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EF402828.1.1485,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EF402319.1.1474,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EF402609.1.1497,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AF127912.1.1614,1,0,0.043103448,0,0.0,1,0,0.00729927,0.0,Aerobic,Gram_Negative
EF402190.1.1489,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF401817.1.1484,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF404747.1.1494,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EF401875.1.1531,0,1,0.012931034,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF404296.1.1489,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AF145752.1.1280,1,0,0.004310345,0,0.029411765,1,0,0.00729927,0.0,Aerobic,Gram_Negative
EF403722.1.1491,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF401648.1.1489,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF434364.1.1351,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EF404931.1.1496,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ951867.1.1498,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
HQ176172.1.1485,0,1,0.004310345,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF402555.1.1494,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ978618.1.1443,0,1,0.012931034,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF419416.1.1447,1,0,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
EF404689.1.1475,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EF403683.1.1495,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EF403962.1.1494,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
AF032127.1.1469,1,0,0.004310345,0,0.0,1,0,0.0,0.016949153,Aerobic,Gram_Negative
EF404658.1.1491,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF434328.1.1362,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF405333.1.1493,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF405280.1.1479,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EF404556.1.1477,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
AF072471.1.1420,1,0,0.043103448,0,0.0,1,0,0.00729927,0.0,Aerobic,Gram_Negative
EF404197.1.1477,0,1,0.00862069,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EF405184.1.1522,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EF404673.1.1495,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF404388.1.1474,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ976308.1.1364,0,1,0.0,0,0.029411765,1,0,0.01459854,0.0,Anaerobic,Gram_Negative
EF404274.1.1495,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EF405456.1.1481,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EF405470.1.1494,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EF405079.1.1494,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EF434371.1.1352,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EF434366.1.1353,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
FJ976284.1.1354,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EF404723.1.1494,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EF405150.1.1479,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
EF405056.1.1496,1,0,0.030172414,0,0.029411765,1,0,0.03649635,0.06779661,Aerobic,Gram_Negative
EF405180.1.1479,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
AF061347.1.1502,0,1,0.0,0,0.029411765,1,0,0.01459854,0.0,Anaerobic,Gram_Negative
FJ976246.1.1373,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
FJ975930.1.1341,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ976010.1.1358,0,0,0.00862069,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
EF405415.1.1493,0,1,0.00862069,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EF405423.1.1478,0,1,0.004310345,0,0.0,0,1,0.00729927,0.016949153,Anaerobic,Gram_Positive
FJ975832.1.1360,0,0,0.043103448,0,0.0,0,1,0.00729927,0.016949153,,Gram_Positive
EF434325.1.1358,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF434365.1.1344,0,1,0.004310345,0,0.0,0,1,0.01459854,0.016949153,Anaerobic,Gram_Positive
EF434357.1.1344,0,1,0.004310345,0,0.0,0,1,0.0,0.016949153,Anaerobic,Gram_Positive
EF434330.1.1358,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF434333.1.1344,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
AF192152.1.1542,0,1,0.0,0,0.029411765,1,0,0.00729927,0.0,Anaerobic,Gram_Negative
EF434361.1.1352,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EF434356.1.1352,0,0,0.004310345,0,0.0,0,1,0.0,0.016949153,,Gram_Positive
EF434336.1.1358,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
EF434343.1.1369,0,0,0.043103448,1,0.0,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
AF251035.1.1484,0,0,0.00862069,1,0.029411765,0,1,0.00729927,0.016949153,Facultatively_Anaerobic,Gram_Positive
AF372092.1.1341,1,0,0.004310345,0,0.0,1,0,0.00729927,0.0,Aerobic,Gram_Negative
HE582440.1.1499,0,0,0.784482759,1,0.529411765,1,0,0.795620438,1.084745763,Facultatively_Anaerobic,Gram_Negative
AF385522.1.1499,1,0,0.004310345,0,0.029411765,0,1,0.00729927,0.016949153,Aerobic,Gram_Positive
CDTW01027470.3361.4864,0,1,0.0,0,0.0,1,0,0.01459854,0.016949153,Anaerobic,Gram_Negative
