Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	CheckM completeness	CheckM contamination
GCA_003458335.1	ASM345833v1	Bifidobacterium longum		AF26-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRTY01	18	99.38	0.25
GCF_003458335.1	ASM345833v1	Bifidobacterium longum		AF26-10					GCF_003458335.1-RS_2024_09_17	Scaffold	2018-09-05	QRTY01	18	99.38	0.25
GCA_003471355.1	ASM347135v1	Bifidobacterium longum		AM20-39					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRIW01	22	98.91	0.48
GCF_003471355.1	ASM347135v1	Bifidobacterium longum		AM20-39					GCF_003471355.1-RS_2024_09_17	Scaffold	2018-09-06	QRIW01	22	98.91	0.48
GCA_003466545.1	ASM346654v1	Bifidobacterium longum		TM04-48B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSPU01	25	99.38	0.16
GCF_003466545.1	ASM346654v1	Bifidobacterium longum		TM04-48B					GCF_003466545.1-RS_2024_09_17	Scaffold	2018-08-31	QSPU01	25	99.38	0.16
GCA_003438485.1	ASM343848v1	Bifidobacterium longum		TF06-12AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSSF01	21	99.38	0.16
GCF_003438485.1	ASM343848v1	Bifidobacterium longum		TF06-12AC					GCF_003438485.1-RS_2024_09_17	Scaffold	2018-08-31	QSSF01	21	99.38	0.16
GCA_003471385.1	ASM347138v1	Bifidobacterium longum		AM20-19AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRIZ01	43	98.45	0.52
GCF_003471385.1	ASM347138v1	Bifidobacterium longum		AM20-19AC					GCF_003471385.1-RS_2024_09_17	Scaffold	2018-09-06	QRIZ01	43	98.45	0.52
GCA_003475055.1	ASM347505v1	Bifidobacterium longum		AF34-9AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRPT01	36	99.38	0.25
GCF_003475055.1	ASM347505v1	Bifidobacterium longum		AF34-9AC					GCF_003475055.1-RS_2024_09_18	Scaffold	2018-09-06	QRPT01	36	99.38	0.25
GCA_003468825.1	ASM346882v1	Bifidobacterium longum		AM30-9LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSJH01	28	99.1	0.25
GCF_003468825.1	ASM346882v1	Bifidobacterium longum		AM30-9LB					GCF_003468825.1-RS_2024_10_13	Scaffold	2018-09-06	QSJH01	28	99.1	0.25
GCA_003467905.1	ASM346790v1	Bifidobacterium longum		AM34-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSIE01	24	99.23	0.16
GCF_003467905.1	ASM346790v1	Bifidobacterium longum		AM34-3					GCF_003467905.1-RS_2024_09_17	Scaffold	2018-09-06	QSIE01	24	99.23	0.16
GCA_003436595.1	ASM343659v1	Bifidobacterium longum		TM02-7					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSQD01	31	99.38	0.16
GCF_003436595.1	ASM343659v1	Bifidobacterium longum		TM02-7					GCF_003436595.1-RS_2024_09_17	Scaffold	2018-08-31	QSQD01	31	99.38	0.16
GCA_003471345.1	ASM347134v1	Bifidobacterium longum		AM20-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRIY01	38	98.45	0.48
GCF_003471345.1	ASM347134v1	Bifidobacterium longum		AM20-3					GCF_003471345.1-RS_2024_09_17	Scaffold	2018-09-06	QRIY01	38	98.45	0.48
GCA_003436505.1	ASM343650v1	Bifidobacterium longum		TM04-17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSPY01	51	99.57	0.16
GCF_003436505.1	ASM343650v1	Bifidobacterium longum		TM04-17					GCF_003436505.1-RS_2024_09_17	Scaffold	2018-08-31	QSPY01	51	99.57	0.16
GCA_003472605.1	ASM347260v1	Bifidobacterium longum		AM10-15B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRMG01	44	99.38	0.25
GCF_003472605.1	ASM347260v1	Bifidobacterium longum		AM10-15B					GCF_003472605.1-RS_2024_09_17	Scaffold	2018-09-06	QRMG01	44	99.38	0.25
GCA_003463285.1	ASM346328v1	Bifidobacterium longum		OF01-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSDD01	48	98.69	0.62
GCF_003463285.1	ASM346328v1	Bifidobacterium longum		OF01-16					GCF_003463285.1-RS_2024_09_17	Scaffold	2018-09-06	QSDD01	48	98.69	0.62
GCA_003474315.1	ASM347431v1	Bacillus licheniformis		AF39-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QROJ01	18	98.25	4.23
GCF_003474315.1	ASM347431v1	Bacillus licheniformis		AF39-10					GCF_003474315.1-RS_2024_04_04	Scaffold	2018-09-06	QROJ01	18	98.25	4.23
GCA_003466855.1	ASM346685v1	Streptococcus mutans		AM44-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSFF01	12	96.93	0.49
GCF_003466855.1	ASM346685v1	Streptococcus mutans		AM44-1					GCF_003466855.1-RS_2024_09_17	Scaffold	2018-09-06	QSFF01	12	96.93	0.49
GCA_003475625.1	ASM347562v1	Clostridium perfringens		AF30-3					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRQT01	49	97.65	3.9
GCF_003475625.1	ASM347562v1	Clostridium perfringens		AF30-3					GCF_003475625.1-RS_2024_04_14	Scaffold	2018-09-06	QRQT01	49	97.65	3.9
GCA_003459195.1	ASM345919v1	Heyndrickxia coagulans		AF24-19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRUW01	103	94.33	1.81
GCF_003459195.1	ASM345919v1	Heyndrickxia coagulans		AF24-19					GCF_003459195.1-RS_2024_07_22	Scaffold	2018-09-05	QRUW01	103	94.33	1.81
GCA_003459145.1	ASM345914v1	Heyndrickxia coagulans		AF24-21					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRUS01	94	94.58	2.03
GCF_003459145.1	ASM345914v1	Heyndrickxia coagulans		AF24-21					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRUS01	94	94.58	2.03
GCA_003469705.1	ASM346970v1	Bacteroides fragilis		AM26-13LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSLE01	25	98.73	0.44
GCF_003469705.1	ASM346970v1	Bacteroides fragilis		AM26-13LB					GCF_003469705.1-RS_2024_09_17	Scaffold	2018-09-06	QSLE01	25	98.73	0.44
GCA_003439285.1	ASM343928v1	Bacteroides fragilis		OM02-9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSVD01	40	99.23	0.11
GCF_003439285.1	ASM343928v1	Bacteroides fragilis		OM02-9					GCF_003439285.1-RS_2024_09_17	Scaffold	2018-08-31	QSVD01	40	99.23	0.11
GCA_003464385.1	ASM346438v1	Bacteroides fragilis		AF15-10LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRYS01	45	99.39	0.11
GCF_003464385.1	ASM346438v1	Bacteroides fragilis		AF15-10LB					GCF_003464385.1-RS_2024_09_17	Scaffold	2018-09-06	QRYS01	45	99.39	0.11
GCA_003439675.1	ASM343967v1	Bacteroides fragilis		OF05-11AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSWE01	30	98.67	0.54
GCF_003439675.1	ASM343967v1	Bacteroides fragilis		OF05-11AC					GCF_003439675.1-RS_2024_09_17	Scaffold	2018-08-31	QSWE01	30	98.67	0.54
GCA_003438775.1	ASM343877v1	Bacteroides fragilis		OM06-30AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSTV01	24	99.06	0.21
GCF_003438775.1	ASM343877v1	Bacteroides fragilis		OM06-30AC					GCF_003438775.1-RS_2024_09_17	Scaffold	2018-08-31	QSTV01	24	99.06	0.21
GCA_003458955.1	ASM345895v1	Bacteroides fragilis		AF26-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRTT01	40	99.39	0.16
GCF_003458955.1	ASM345895v1	Bacteroides fragilis		AF26-6					GCF_003458955.1-RS_2024_09_17	Scaffold	2018-09-05	QRTT01	40	99.39	0.16
GCA_003439635.1	ASM343963v1	Bacteroides fragilis		OF05-13AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSWB01	33	98.67	0.54
GCF_003439635.1	ASM343963v1	Bacteroides fragilis		OF05-13AC					GCF_003439635.1-RS_2024_09_17	Scaffold	2018-08-31	QSWB01	33	98.67	0.54
GCA_003436935.1	ASM343693v1	Bacteroides fragilis		TF09-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSRG01	28	98.4	0.62
GCF_003436935.1	ASM343693v1	Bacteroides fragilis		TF09-1					GCF_003436935.1-RS_2024_09_17	Scaffold	2018-08-31	QSRG01	28	98.4	0.62
GCA_003472025.1	ASM347202v1	Bacteroides fragilis		AM15-16					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRKP01	40	98.57	0.27
GCF_003472025.1	ASM347202v1	Bacteroides fragilis		AM15-16					GCF_003472025.1-RS_2024_09_17	Scaffold	2018-09-06	QRKP01	40	98.57	0.27
GCA_003437815.1	ASM343781v1	Bacteroides fragilis		TF05-31					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSSJ01	43	98.57	0.17
GCF_003437815.1	ASM343781v1	Bacteroides fragilis		TF05-31					GCF_003437815.1-RS_2024_09_17	Scaffold	2018-08-31	QSSJ01	43	98.57	0.17
GCA_003436285.1	ASM343628v1	Bacteroides fragilis		TM08-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSOR01	33	99.28	0.11
GCF_003436285.1	ASM343628v1	Bacteroides fragilis		TM08-15					GCF_003436285.1-RS_2024_09_17	Scaffold	2018-08-31	QSOR01	33	99.28	0.11
GCA_003438895.1	ASM343889v1	Bacteroides fragilis		OM06-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSUD01	21	99.06	0.21
GCF_003438895.1	ASM343889v1	Bacteroides fragilis		OM06-1					GCF_003438895.1-RS_2024_09_17	Scaffold	2018-08-31	QSUD01	21	99.06	0.21
GCA_003439505.1	ASM343950v1	Bacteroides fragilis		OM02-11					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSVT01	61	99.23	0.11
GCF_003439505.1	ASM343950v1	Bacteroides fragilis		OM02-11					GCF_003439505.1-RS_2024_09_17	Scaffold	2018-08-31	QSVT01	61	99.23	0.11
GCA_003475385.1	ASM347538v1	Bacteroides fragilis		AF32-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRQH01	42	99.36	0.21
GCF_003475385.1	ASM347538v1	Bacteroides fragilis		AF32-10					GCF_003475385.1-RS_2024_09_18	Scaffold	2018-09-06	QRQH01	42	99.36	0.21
GCA_003472195.1	ASM347219v1	Bacteroides fragilis		AM13-18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRLH01	46	98.73	1.5
GCF_003472195.1	ASM347219v1	Bacteroides fragilis		AM13-18					GCF_003472195.1-RS_2024_09_17	Scaffold	2018-09-06	QRLH01	46	98.73	1.5
GCA_003439065.1	ASM343906v1	Bacteroides fragilis		OM04-9BH					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSUS01	43	98.87	1.4
GCF_003439065.1	ASM343906v1	Bacteroides fragilis		OM04-9BH					GCF_003439065.1-RS_2024_12_17	Scaffold	2018-08-31	QSUS01	43	98.87	1.4
GCA_003471925.1	ASM347192v1	Bacteroides fragilis		AM16-16A					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRKL01	41	98.9	0.27
GCF_003471925.1	ASM347192v1	Bacteroides fragilis		AM16-16A					GCF_003471925.1-RS_2024_09_17	Scaffold	2018-09-06	QRKL01	41	98.9	0.27
GCA_003464635.1	ASM346463v1	Bacteroides fragilis		AF14-26					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRZH01	56	97.55	1.12
GCF_003464635.1	ASM346463v1	Bacteroides fragilis		AF14-26					GCF_003464635.1-RS_2024_12_17	Scaffold	2018-09-06	QRZH01	56	97.55	1.12
GCA_003469305.1	ASM346930v1	Bacteroides fragilis		AM31-13AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSJF01	53	99.36	0.17
GCF_003469305.1	ASM346930v1	Bacteroides fragilis		AM31-13AC					GCF_003469305.1-RS_2024_09_17	Scaffold	2018-09-06	QSJF01	53	99.36	0.17
GCA_003468145.1	ASM346814v1	Bacteroides fragilis		AM40-4AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSGL01	70	99.39	0.44
GCF_003468145.1	ASM346814v1	Bacteroides fragilis		AM40-4AC					GCF_003468145.1-RS_2024_09_17	Scaffold	2018-09-06	QSGL01	70	99.39	0.44
GCA_003458215.1	ASM345821v1	Bacteroides fragilis		AF27-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRTQ01	89	98.85	0.71
GCF_003458215.1	ASM345821v1	Bacteroides fragilis		AF27-10					GCF_003458215.1-RS_2024_09_17	Scaffold	2018-09-05	QRTQ01	89	98.85	0.71
GCA_003463545.1	ASM346354v1	Bacteroides fragilis		OF01-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSDG01	60	98.79	0.31
GCF_003463545.1	ASM346354v1	Bacteroides fragilis		OF01-1					GCF_003463545.1-RS_2024_12_17	Scaffold	2018-09-06	QSDG01	60	98.79	0.31
GCA_003471745.1	ASM347174v1	Bacteroides fragilis		AM17-19					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRJX01	59	98.86	1.45
GCF_003471745.1	ASM347174v1	Bacteroides fragilis		AM17-19					GCF_003471745.1-RS_2024_12_17	Scaffold	2018-09-06	QRJX01	59	98.86	1.45
GCA_003465265.1	ASM346526v1	Bacteroides fragilis		AF14-14AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRZO01	94	97.55	1.12
GCF_003465265.1	ASM346526v1	Bacteroides fragilis		AF14-14AC					GCF_003465265.1-RS_2024_12_17	Scaffold	2018-09-06	QRZO01	94	97.55	1.12
GCA_003471465.1	ASM347146v1	Bacteroides fragilis		AM18-6					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRJE01	106	98.34	1.63
GCF_003471465.1	ASM347146v1	Bacteroides fragilis		AM18-6					GCF_003471465.1-RS_2024_12_18	Scaffold	2018-09-06	QRJE01	106	98.34	1.63
GCA_003438565.1	ASM343856v1	Bifidobacterium animalis		TF04-14					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSSU01	15	99	0.27
GCF_003438565.1	ASM343856v1	Bifidobacterium animalis		TF04-14					GCF_003438565.1-RS_2024_04_27	Scaffold	2018-08-31	QSSU01	15	99	0.27
GCA_003438945.1	ASM343894v1	Bifidobacterium animalis		OM05-7AA					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSUF01	17	99	0.27
GCF_003438945.1	ASM343894v1	Bifidobacterium animalis		OM05-7AA					GCF_003438945.1-RS_2024_04_27	Scaffold	2018-08-31	QSUF01	17	99	0.27
GCA_003470145.1	ASM347014v1	Ligilactobacillus salivarius		AM25-8					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSLH01	21	95.89	2.67
GCF_003470145.1	ASM347014v1	Ligilactobacillus salivarius		AM25-8					GCF_003470145.1-RS_2024_11_19	Scaffold	2018-09-06	QSLH01	21	95.89	2.67
GCA_003438595.1	ASM343859v1	Ligilactobacillus salivarius		OM08-20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSTB01	53	96.98	2.09
GCF_003438595.1	ASM343859v1	Ligilactobacillus salivarius		OM08-20					GCF_003438595.1-RS_2024_11_19	Scaffold	2018-08-31	QSTB01	53	96.98	2.09
GCA_003472615.1	ASM347261v1	Ligilactobacillus salivarius		AM09-40					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRMK01	39	96.15	1.57
GCF_003472615.1	ASM347261v1	Ligilactobacillus salivarius		AM09-40					GCF_003472615.1-RS_2024_04_01	Scaffold	2018-09-06	QRMK01	39	96.15	1.57
GCA_003459015.1	ASM345901v1	Clostridium butyricum		AF25-25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRUG01	57	96.51	2.52
GCF_003459015.1	ASM345901v1	Clostridium butyricum		AF25-25					GCF_003459015.1-RS_2024_04_12	Scaffold	2018-09-05	QRUG01	57	96.51	2.52
GCA_003469685.1	ASM346968v1	Bacteroides thetaiotaomicron		AM26-17LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSLC01	46	97.02	0.7
GCF_003469685.1	ASM346968v1	Bacteroides thetaiotaomicron		AM26-17LB					GCF_003469685.1-RS_2024_09_17	Scaffold	2018-09-06	QSLC01	46	97.02	0.7
GCA_003472055.1	ASM347205v1	Bacteroides thetaiotaomicron		AM15-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRKS01	47	97.29	0.47
GCF_003472055.1	ASM347205v1	Bacteroides thetaiotaomicron		AM15-10					GCF_003472055.1-RS_2024_09_17	Scaffold	2018-09-06	QRKS01	47	97.29	0.47
GCA_003472675.1	ASM347267v1	Bacteroides thetaiotaomicron		AM09-21					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRMM01	72	97.44	1.57
GCF_003472675.1	ASM347267v1	Bacteroides thetaiotaomicron		AM09-21					GCF_003472675.1-RS_2024_09_17	Scaffold	2018-09-06	QRMM01	72	97.44	1.57
GCA_003458585.1	ASM345858v1	Bacteroides thetaiotaomicron		AF24-19LB					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRUV01	47	97.33	0.64
GCF_003458585.1	ASM345858v1	Bacteroides thetaiotaomicron		AF24-19LB					GCF_003458585.1-RS_2024_09_17	Scaffold	2018-09-05	QRUV01	47	97.33	0.64
GCA_003466025.1	ASM346602v1	Bacteroides thetaiotaomicron		AF03-26					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSBR01	63	96.54	2.06
GCF_003466025.1	ASM346602v1	Bacteroides thetaiotaomicron		AF03-26					GCF_003466025.1-RS_2024_09_17	Scaffold	2018-09-06	QSBR01	63	96.54	2.06
GCA_003464695.1	ASM346469v1	Bacteroides thetaiotaomicron		AF14-20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRZK01	62	97.33	0.91
GCF_003464695.1	ASM346469v1	Bacteroides thetaiotaomicron		AF14-20					GCF_003464695.1-RS_2024_09_17	Scaffold	2018-09-06	QRZK01	62	97.33	0.91
GCA_003457815.1	ASM345781v1	Bacteroides thetaiotaomicron		AF28-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-05	QRTE01	56	97.8	0.75
GCF_003457815.1	ASM345781v1	Bacteroides thetaiotaomicron		AF28-2					GCF_003457815.1-RS_2024_09_17	Scaffold	2018-09-05	QRTE01	56	97.8	0.75
GCA_003469365.1	ASM346936v1	Bacteroides thetaiotaomicron		AM30-26					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSJP01	85	97.8	1.48
GCF_003469365.1	ASM346936v1	Bacteroides thetaiotaomicron		AM30-26					GCF_003469365.1-RS_2024_09_17	Scaffold	2018-09-06	QSJP01	85	97.8	1.48
GCA_003474715.1	ASM347471v1	Bacteroides thetaiotaomicron		AF37-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QROV01	105	96.94	0.73
GCF_003474715.1	ASM347471v1	Bacteroides thetaiotaomicron		AF37-12					GCF_003474715.1-RS_2024_09_18	Scaffold	2018-09-06	QROV01	105	96.94	0.73
GCA_003436135.1	ASM343613v1	Bifidobacterium bifidum		TM07-4AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSOS01	12	96.21	0.47
GCF_003436135.1	ASM343613v1	Bifidobacterium bifidum		TM07-4AC					GCF_003436135.1-RS_2024_09_17	Scaffold	2018-08-31	QSOS01	12	96.21	0.47
GCA_003466485.1	ASM346648v1	Bifidobacterium bifidum		TM05-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSPQ01	15	97.14	0.47
GCF_003466485.1	ASM346648v1	Bifidobacterium bifidum		TM05-15					GCF_003466485.1-RS_2024_09_17	Scaffold	2018-08-31	QSPQ01	15	97.14	0.47
GCA_003437785.1	ASM343778v1	Bifidobacterium bifidum		TF05-39					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSSI01	14	97.14	0.47
GCF_003437785.1	ASM343778v1	Bifidobacterium bifidum		TF05-39					GCF_003437785.1-RS_2024_09_17	Scaffold	2018-08-31	QSSI01	14	97.14	0.47
GCA_003436575.1	ASM343657v1	Bifidobacterium bifidum		TM04-12					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSQB01	6	95.93	0.41
GCF_003436575.1	ASM343657v1	Bifidobacterium bifidum		TM04-12					GCF_003436575.1-RS_2024_09_17	Scaffold	2018-08-31	QSQB01	6	95.93	0.41
GCA_003467985.1	ASM346798v1	Bifidobacterium bifidum		AM42-15AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSGB01	13	96.2	0.6
GCF_003467985.1	ASM346798v1	Bifidobacterium bifidum		AM42-15AC					GCF_003467985.1-RS_2024_09_17	Scaffold	2018-09-06	QSGB01	13	96.2	0.6
GCA_003437175.1	ASM343717v1	Bifidobacterium bifidum		TF07-22					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSRS01	17	96.24	0.59
GCF_003437175.1	ASM343717v1	Bifidobacterium bifidum		TF07-22					GCF_003437175.1-RS_2024_09_17	Scaffold	2018-08-31	QSRS01	17	96.24	0.59
GCA_003437345.1	ASM343734v1	Bifidobacterium bifidum		TF06-13					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSSE01	16	96.26	1.06
GCF_003437345.1	ASM343734v1	Bifidobacterium bifidum		TF06-13					GCF_003437345.1-RS_2024_09_17	Scaffold	2018-08-31	QSSE01	16	96.26	1.06
GCA_003471595.1	ASM347159v1	Bifidobacterium bifidum		AM18-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRJP01	21	97.07	1.06
GCF_003471595.1	ASM347159v1	Bifidobacterium bifidum		AM18-1					GCF_003471595.1-RS_2024_09_17	Scaffold	2018-09-06	QRJP01	21	97.07	1.06
GCA_003468415.1	ASM346841v1	Bifidobacterium bifidum		AM36-1AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSHW01	7	95.19	0.33
GCF_003468415.1	ASM346841v1	Bifidobacterium bifidum		AM36-1AC					GCF_003468415.1-RS_2024_09_17	Scaffold	2018-09-06	QSHW01	7	95.19	0.33
GCA_003470615.1	ASM347061v1	Bifidobacterium bifidum		AM18-12AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRJM01	21	97.07	1.2
GCF_003470615.1	ASM347061v1	Bifidobacterium bifidum		AM18-12AC					GCF_003470615.1-RS_2024_09_17	Scaffold	2018-09-06	QRJM01	21	97.07	1.2
GCA_003472345.1	ASM347234v1	Bifidobacterium bifidum		AM12-10					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRLR01	11	95.53	1.26
GCF_003472345.1	ASM347234v1	Bifidobacterium bifidum		AM12-10					GCF_003472345.1-RS_2024_09_17	Scaffold	2018-09-06	QRLR01	11	95.53	1.26
GCA_003437945.1	ASM343794v1	Bifidobacterium bifidum		TF05-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSSS01	15	96.06	1.11
GCF_003437945.1	ASM343794v1	Bifidobacterium bifidum		TF05-1					GCF_003437945.1-RS_2024_09_17	Scaffold	2018-08-31	QSSS01	15	96.06	1.11
GCA_003437325.1	ASM343732v1	Bifidobacterium bifidum		TF06-14AC					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSSD01	18	96.26	1.06
GCF_003437325.1	ASM343732v1	Bifidobacterium bifidum		TF06-14AC					GCF_003437325.1-RS_2024_09_17	Scaffold	2018-08-31	QSSD01	18	96.26	1.06
GCA_003473145.1	ASM347314v1	Bifidobacterium bifidum		AM12-9					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRLK01	12	96.96	1.26
GCF_003473145.1	ASM347314v1	Bifidobacterium bifidum		AM12-9					GCF_003473145.1-RS_2024_09_17	Scaffold	2018-09-06	QRLK01	12	96.96	1.26
GCA_003470585.1	ASM347058v1	Bifidobacterium bifidum		AM18-29					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QRJI01	21	97.07	1.06
GCF_003470585.1	ASM347058v1	Bifidobacterium bifidum		AM18-29					GCF_003470585.1-RS_2024_09_17	Scaffold	2018-09-06	QRJI01	21	97.07	1.06
GCA_003466365.1	ASM346636v1	Bifidobacterium bifidum		TM06-5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSPA01	23	96.44	1.15
GCF_003466365.1	ASM346636v1	Bifidobacterium bifidum		TM06-5					GCF_003466365.1-RS_2024_09_17	Scaffold	2018-08-31	QSPA01	23	96.44	1.15
GCA_003465425.1	ASM346542v1	Bifidobacterium bifidum		AF11-25B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-09-06	QSAO01	18	96.38	1.1
GCF_003465425.1	ASM346542v1	Bifidobacterium bifidum		AF11-25B					GCF_003465425.1-RS_2024_09_17	Scaffold	2018-09-06	QSAO01	18	96.38	1.1
GCA_003436655.1	ASM343665v1	Bifidobacterium bifidum		TM02-15					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Scaffold	2018-08-31	QSQF01	22	96.15	1.24
GCF_003436655.1	ASM343665v1	Bifidobacterium bifidum		TM02-15					GCF_003436655.1-RS_2024_09_17	Scaffold	2018-08-31	QSQF01	22	96.15	1.24
